Date,SP 500 Change %,UST 2yr Change %,UST 10yr Change %,Euro Bond Vol.,Euro Bond Change %,Gold Vol.,Gold Change %,Crude Oil Vol.,Crude Oil Change %,Dollar Index Vol.,Dollar Index Change %,VIX Change %,UST 10yr Direction
2015-07-27,-0.0058,-0.0413,-0.0205,394.08,0.0003,0.02,0.01,273.61,-0.0156,48.48,-0.0076,0.1354,0
2015-07-28,0.0124,0.0245,0.0153,435.61,-0.0004,0.03,-0.0002,338.11,0.0124,24.18,0.0027,-0.1385,1
2015-07-29,0.0073,0.0567,0.0173,346.11,-0.0015,0.01,-0.0033,366.89,0.0169,31.98,0.0022,-0.0699,1
2015-07-30,0.0,0.0282,-0.014,528.39,0.0049,49.3,-0.0039,247.66,-0.0055,35.19,0.0064,-0.0296,0
2015-07-31,-0.0023,-0.0824,-0.031,668.87,0.0002,5.7,0.006,334.47,-0.0289,60.53,-0.0026,-0.0008,0
2015-08-03,-0.0028,-0.0169,-0.0218,344.87,0.0011,2.42,-0.005,371.09,-0.0414,30.07,0.0018,0.0363,0
2015-08-04,-0.0022,0.1068,0.034,479.25,-0.0001,1.14,0.0012,285.79,0.0126,37.13,0.0042,0.035,1
2015-08-05,0.0031,-0.0054,0.0211,656.74,-0.0079,1.21,-0.0046,367.33,-0.0129,47.15,0.0001,-0.0377,1
2015-08-06,-0.0078,-0.0314,-0.0189,494.82,0.0024,0.27,0.0041,360.98,-0.0109,26.78,-0.0013,0.1007,0
2015-08-07,-0.0029,0.0169,-0.0274,409.47,0.0047,0.61,0.0036,400.07,-0.0177,58.35,-0.0029,-0.0276,0
2015-08-10,0.0128,0.0,0.0263,274.06,-0.0032,0.9,0.0092,491.43,0.0248,34.74,-0.0043,-0.0866,1
2015-08-11,-0.0096,-0.0713,-0.0399,496.89,0.0065,1.0,0.0031,538.01,-0.0418,44.82,0.0014,0.121,0
2015-08-12,0.001,-0.0118,0.0023,630.36,0.0023,0.8,0.0141,492.27,0.0051,68.81,-0.0107,-0.0073,1
2015-08-13,-0.0013,0.0598,0.0191,463.77,-0.0024,0.44,-0.0067,420.15,-0.0247,36.25,0.0017,-0.0088,1
2015-08-14,0.0039,0.024,0.0055,342.04,-0.0017,0.91,-0.0025,317.21,0.0064,41.61,0.0007,-0.0489,1
2015-08-17,0.0052,-0.0166,-0.0118,347.95,0.0021,0.4,0.0051,314.28,-0.0148,31.63,0.0029,0.0148,0
2015-08-18,-0.0026,0.0169,0.0101,420.9,-0.001,0.48,-0.0013,200.19,0.0179,25.3,0.0026,0.0591,1
2015-08-19,-0.0083,-0.0845,-0.0287,446.11,0.0006,0.35,0.0098,107.58,-0.0427,44.76,-0.0072,0.1059,0
2015-08-20,-0.0211,-0.0061,-0.0263,544.91,0.0043,0.41,0.0221,24.78,0.0083,47.78,-0.0038,0.2551,0
2015-08-21,-0.0319,-0.0548,-0.0135,449.23,0.0002,0.26,0.0057,377.18,-0.0168,61.65,-0.0104,0.4645,0
2015-08-24,-0.0394,-0.0471,-0.0095,777.41,0.0004,0.3,-0.0053,468.37,-0.0546,142.82,-0.0174,0.4534,0
2015-08-25,-0.0135,0.05,0.0328,1.03,-0.0135,0.22,-0.0132,375.65,0.028,82.43,0.0127,-0.1159,1
2015-08-26,0.039,0.1166,0.0491,906.05,0.0041,0.12,-0.0119,368.72,-0.0181,81.42,0.0062,-0.1582,1
2015-08-27,0.0243,0.0294,0.005,525.61,-0.003,0.13,-0.002,533.68,0.1026,55.51,0.0055,-0.1392,1
2015-08-28,0.0006,0.0343,-0.0032,531.73,0.0007,0.28,0.0095,666.33,0.0625,45.74,0.005,-0.0019,0
2015-08-31,-0.0084,0.0009,0.0087,401.97,-0.0049,0.19,-0.0013,757.5,0.088,36.27,-0.0029,0.0914,1
2015-09-01,-0.0296,-0.0378,-0.0248,1.06,-0.001,0.38,0.0063,713.42,-0.077,53.68,-0.0043,0.1045,0
2015-09-02,0.0183,0.0,0.0134,1.12,0.0013,0.2,-0.0054,689.3,0.0185,46.44,0.0042,-0.1691,1
2015-09-03,0.0012,-0.0225,-0.0114,1.2,0.0047,0.12,-0.0078,539.45,0.0108,56.01,0.006,-0.0184,0
2015-09-04,-0.0153,0.0187,-0.0148,1.03,0.005,0.05,-0.0028,385.63,-0.015,44.76,-0.0019,0.0855,0
2015-09-08,0.0251,0.0285,0.0163,28.89,0.0002,0.14,0.0004,508.82,0.0277,40.38,-0.0026,-0.1043,1
2015-09-09,-0.0139,0.0054,0.0041,548.04,-0.0011,0.15,-0.0162,422.74,-0.039,57.44,0.0002,0.0534,1
2015-09-10,0.0053,-0.0054,0.0146,480.27,0.0016,0.06,0.0066,498.99,0.0401,39.62,-0.0059,-0.0709,1
2015-09-11,0.0045,-0.038,-0.018,415.3,0.0034,0.08,-0.0054,395.84,-0.0281,22.97,-0.0026,-0.048,0
2015-09-14,-0.0041,0.0119,-0.0089,342.09,0.0002,0.02,0.0038,326.27,-0.0141,0.51,0.0018,0.0453,0
2015-09-15,0.0128,0.1096,0.0499,656.79,-0.0075,0.01,-0.0044,335.95,0.0134,22.34,0.0044,-0.0705,1
2015-09-16,0.0087,0.0012,0.0017,716.7,-0.0023,0.03,0.0149,421.98,0.0574,26.77,-0.0025,-0.0528,1
2015-09-17,-0.0026,-0.1541,-0.0453,453.94,-0.0004,0.01,-0.0017,366.39,-0.0053,48.96,-0.0091,-0.0098,0
2015-09-18,-0.0162,-0.0117,-0.0265,736.02,0.0091,0.06,0.0186,211.3,-0.0473,35.46,0.0034,0.0539,0
2015-09-21,0.0046,0.0477,0.0307,419.84,-0.0016,0.02,-0.0044,104.53,0.0448,36.5,0.0109,-0.0961,1
2015-09-22,-0.0123,-0.0451,-0.0305,717.88,0.0078,0.04,-0.0071,29.99,-0.0182,30.28,0.0043,0.1142,0
2015-09-23,-0.002,0.0369,0.0089,495.25,-0.0009,0.03,0.0059,411.96,-0.0295,40.6,-0.0025,-0.0138,1
2015-09-24,-0.0034,-0.0213,-0.0107,697.7,0.0017,0.04,0.0196,371.98,0.0097,49.55,-0.0006,0.0606,0
2015-09-25,-0.0005,0.0174,0.0179,620.3,-0.0049,0.06,-0.0068,338.62,0.0176,43.89,0.003,0.0064,1
2015-09-28,-0.0257,-0.0449,-0.0273,534.34,0.0039,0.01,-0.0122,273.91,-0.0278,28.67,-0.0026,0.1698,0
2015-09-29,0.0012,-0.0283,-0.0181,637.69,0.0008,2.42,-0.0043,265.18,0.018,28.19,-0.002,-0.029,0
2015-09-30,0.0191,-0.0368,-0.0121,589.95,0.0001,0.87,-0.0103,355.85,-0.0031,24.12,0.0051,-0.0868,0
2015-10-01,0.002,0.0318,0.0034,730.44,0.0037,1.18,-0.0012,478.98,-0.0078,20.39,-0.0016,-0.0796,1
2015-10-02,0.0143,-0.1048,-0.025,751.89,0.003,0.32,0.0206,420.74,0.0179,50.49,-0.0037,-0.0714,0
2015-10-05,0.0183,0.0475,0.0372,503.82,-0.0046,0.23,0.0009,323.06,0.0158,23.98,0.0028,-0.0669,1
2015-10-06,-0.0036,0.0,-0.0112,615.33,-0.0021,0.15,0.0076,453.1,0.0491,19.19,-0.007,-0.0072,0
2015-10-07,0.008,0.0328,0.0147,615.49,-0.0001,0.1,0.0019,547.49,-0.0148,21.73,0.0002,-0.0515,1
2015-10-08,0.0088,0.0127,0.0179,524.39,0.001,0.14,-0.0037,509.76,0.0339,28.54,-0.0018,-0.0533,1
2015-10-09,0.0007,0.0063,-0.0057,473.36,-0.0026,0.02,0.0101,508.68,0.004,31.77,-0.0055,-0.0195,0
2015-10-12,0.0013,-0.0062,-0.0094,272.32,0.0032,0.04,0.0074,408.66,-0.051,15.58,-0.0012,-0.0533,0
2015-10-13,-0.0068,-0.0314,-0.0137,536.13,-0.0015,0.13,0.0008,465.39,-0.0093,21.23,0.0003,0.0928,0
2015-10-14,-0.0047,-0.1037,-0.0328,561.79,0.0045,0.14,0.0123,348.24,-0.0004,36.03,-0.0088,0.0204,0
2015-10-15,0.0149,0.0868,0.0223,476.77,-0.0008,0.14,0.0066,370.94,-0.0056,33.34,0.005,-0.1098,1
2015-10-16,0.0046,0.02,0.0079,403.36,0.001,0.24,-0.0036,198.13,0.019,20.54,0.0017,-0.0623,1
2015-10-19,0.0003,-0.0194,-0.0007,446.54,-0.0017,0.06,-0.0087,125.84,-0.029,19.11,0.0039,-0.0047,0
2015-10-20,-0.0014,0.0603,0.0227,702.41,-0.0047,0.02,0.004,38.95,-0.0074,16.71,-0.0001,0.0514,1
2015-10-21,-0.0058,-0.0126,-0.0198,567.36,0.0044,0.04,-0.0088,384.29,-0.0077,16.14,0.0014,0.0603,0
2015-10-22,0.0166,-0.032,0.0,675.96,0.0056,0.05,-0.0009,322.74,0.004,52.44,0.0146,-0.1347,0
2015-10-23,0.011,0.0661,0.0291,585.49,-0.0001,0.04,-0.0028,406.58,-0.0172,46.04,0.0082,0.0007,1
2015-10-26,-0.0019,-0.013,-0.012,344.43,0.0008,0.18,0.0032,302.08,-0.0139,24.11,-0.003,0.0574,0
2015-10-27,-0.0026,-0.0251,-0.0102,556.81,0.0048,0.3,-0.0002,370.83,-0.0177,27.19,0.0004,0.0092,0
2015-10-28,0.0118,0.1385,0.0314,592.81,-0.0001,0.09,0.0088,521.52,0.0634,47.24,0.009,-0.0713,1
2015-10-29,-0.0004,0.0297,0.0338,740.37,-0.0078,0.33,-0.0254,436.51,0.0026,34.76,-0.0051,0.0195,1
2015-10-30,-0.0048,0.0,-0.012,637.66,0.0007,0.25,-0.005,363.31,0.0115,41.18,-0.0035,0.0315,0
2015-11-02,0.0119,0.028,0.0192,600.09,-0.0034,0.18,-0.005,305.52,-0.0097,16.59,-0.0002,-0.061,1
2015-11-03,0.0027,0.0172,0.0193,495.36,-0.0005,0.19,-0.019,434.57,0.0381,19.06,0.0025,0.0276,1
2015-11-04,-0.0035,0.0597,0.0041,649.96,-0.0017,0.14,-0.0069,459.31,-0.033,29.91,0.0081,0.0667,1
2015-11-05,-0.0011,0.0172,0.004,720.79,-0.0004,0.08,-0.0019,437.65,-0.0242,27.04,0.0002,-0.0297,1
2015-11-06,-0.0003,0.0723,0.0398,881.78,-0.007,0.08,-0.0152,448.13,-0.0201,49.53,0.0123,-0.0478,1
2015-11-09,-0.0098,0.0,0.0095,813.55,0.0015,0.01,0.0003,487.99,-0.0095,26.61,-0.0019,0.1528,1
2015-11-10,0.0015,-0.018,-0.0055,714.82,0.0042,0.02,0.0003,445.97,0.0078,23.42,0.0032,-0.0745,0
2015-11-11,-0.0032,0.005,-0.0021,551.19,0.0017,0.02,-0.0032,502.37,-0.029,27.96,-0.0023,0.0504,0
2015-11-12,-0.014,-0.0039,-0.0069,564.24,0.0,0.0,-0.0036,545.35,-0.0275,44.54,-0.0045,0.1438,0
2015-11-13,-0.0112,-0.0274,-0.0173,604.44,0.0038,0.02,0.0,480.89,-0.0242,35.04,0.0039,0.0931,0
2015-11-16,0.0149,0.0344,0.0125,572.72,0.0025,0.01,0.0027,535.18,0.0245,31.58,0.0045,-0.0956,1
2015-11-17,-0.0013,0.0047,-0.0013,512.93,0.0001,0.01,-0.0138,363.71,-0.0256,27.7,0.0016,0.0374,0
2015-11-18,0.0162,0.0244,0.0022,608.23,0.0023,0.01,0.0001,251.52,0.002,32.85,0.0005,-0.1056,1
2015-11-19,-0.0011,0.0136,-0.0114,584.6,0.0021,0.01,0.0086,131.36,-0.0052,39.26,-0.0068,0.0083,0
2015-11-20,0.0038,0.0325,0.0076,485.67,0.0,0.01,-0.0015,33.71,-0.0037,30.33,0.0057,-0.0895,1
2015-11-23,-0.0012,0.0051,-0.0093,695.28,-0.0043,0.06,-0.0089,516.19,0.0337,28.3,0.0023,0.0097,0
2015-11-24,0.0012,0.0043,-0.0018,700.49,0.0029,0.22,0.007,430.3,0.0268,23.23,-0.0027,0.0198,0
2015-11-25,-0.0001,0.0043,-0.0022,674.57,0.003,0.06,-0.0035,383.16,0.004,6.29,0.0024,-0.0465,0
2015-11-27,0.0006,-0.0089,-0.0007,499.66,0.0018,52.13,-0.0136,316.48,-0.0207,14.13,0.0024,-0.0046,0
2015-11-30,-0.0046,0.0082,-0.0039,599.57,-0.0018,4.6,0.0091,369.51,-0.0014,22.1,0.0014,0.0668,0
2015-12-01,0.0107,-0.0246,-0.0285,939.37,0.0011,3.44,-0.0019,415.54,0.0048,26.91,-0.0037,-0.0905,0
2015-12-02,-0.011,0.0307,0.0154,1.16,-0.0003,0.5,-0.009,545.29,-0.0456,37.7,0.0018,0.0845,1
2015-12-03,-0.0144,0.0213,0.0657,1.55,-0.0147,1.16,0.0071,496.88,0.0285,125.22,-0.0239,0.1383,1
2015-12-04,0.0205,-0.0125,-0.0207,1.27,-0.0026,0.89,0.0215,510.76,-0.027,55.18,0.0073,-0.1822,0
2015-12-07,-0.007,-0.0207,-0.0215,299.22,0.0078,0.66,-0.0075,635.41,-0.058,29.0,0.0033,0.0695,0
2015-12-08,-0.0065,0.0,-0.0063,19.77,0.0001,0.31,-0.0001,767.18,-0.0037,23.94,-0.002,0.1111,0
2015-12-09,-0.0077,-0.0128,-0.005,508.02,0.0084,0.39,0.0012,646.17,-0.0093,49.35,-0.0115,0.1142,0
2015-12-10,0.0023,0.026,0.0104,440.38,0.0032,0.23,-0.0042,513.94,-0.0108,39.19,0.0064,-0.0138,1
2015-12-11,-0.0194,-0.0718,-0.0457,462.03,0.0026,0.41,0.0035,505.41,-0.031,14.99,-0.0042,0.2611,0
2015-12-14,0.0048,0.0544,0.0358,549.57,-0.0028,0.51,-0.0113,550.48,0.0194,0.9,-0.0008,-0.0681,1
2015-12-15,0.0106,0.0211,0.0193,723.02,-0.0078,0.22,-0.0017,474.16,0.0286,24.92,0.0084,-0.0783,1
2015-12-16,0.0145,0.0424,0.0132,466.29,-0.0011,0.08,0.0142,402.97,-0.049,47.39,-0.0041,-0.1475,1
2015-12-17,-0.015,-0.0208,-0.0318,551.67,0.0064,0.06,-0.0252,196.23,-0.016,30.97,0.0147,0.0605,0
2015-12-18,-0.0178,-0.0364,-0.0094,436.13,0.0043,0.25,0.0147,116.04,-0.0063,29.69,-0.0059,0.0929,0
2015-12-21,0.0078,-0.013,-0.0033,277.41,0.0001,0.03,0.0147,27.29,0.0003,20.93,-0.0037,-0.0966,0
2015-12-22,0.0088,0.0263,0.0191,307.79,-0.0045,0.11,-0.0066,302.26,0.0403,17.75,-0.0013,-0.1123,1
2015-12-23,0.0124,0.0123,0.0098,214.51,-0.0029,0.2,-0.005,374.66,0.0376,16.79,0.0013,-0.062,1
2015-12-28,-0.0022,-0.0077,-0.0103,171.65,0.0057,0.36,-0.0062,220.64,-0.0339,10.77,-0.0007,0.0743,0
2015-12-29,0.0106,0.0831,0.0341,275.44,-0.0064,0.07,0.0065,241.95,0.0288,17.18,0.0023,-0.0491,1
2015-12-30,-0.0072,-0.0183,-0.0061,256.67,0.0003,0.07,-0.0161,267.91,-0.0335,9.83,0.0018,0.0752,0
2016-01-04,-0.0153,-0.0332,-0.0209,452.96,0.0055,0.14,0.014,431.99,-0.0076,39.01,0.0023,0.1367,0
2016-01-05,0.002,-0.0154,-0.0018,501.29,0.0016,0.08,0.0031,410.13,-0.0215,38.36,0.0053,-0.0657,0
2016-01-06,-0.0131,-0.0392,-0.0308,504.84,0.004,0.05,0.0125,563.81,-0.0556,29.73,-0.0023,0.0646,0
2016-01-07,-0.0237,-0.0286,-0.0097,779.52,-0.0032,0.12,0.0145,617.41,-0.0206,39.14,-0.01,0.2137,0
2016-01-08,-0.0108,-0.0168,-0.0154,549.42,0.003,0.1,-0.0089,596.5,-0.0033,40.22,0.0033,0.0808,0
2016-01-11,0.0009,0.0,0.0281,524.36,-0.0019,0.04,-0.0012,648.64,-0.0528,32.09,0.0019,-0.1003,1
2016-01-12,0.0078,-0.0085,-0.0322,721.68,0.0003,0.09,-0.0099,627.22,-0.0309,27.24,0.0024,-0.0753,0
2016-01-13,-0.025,-0.014,-0.0067,729.32,0.0024,0.05,0.0018,637.9,0.0013,27.27,-0.0005,0.1224,0
2016-01-14,0.0167,-0.0175,0.0,764.45,-0.0004,0.06,-0.0125,537.91,0.0236,38.49,0.0018,-0.0504,0
2016-01-15,-0.0216,-0.0545,-0.0258,755.91,0.0043,0.04,0.0164,329.09,-0.0571,46.07,-0.0014,0.1282,0
2016-01-19,0.0005,0.0235,0.0053,575.91,-0.0013,0.02,0.0013,188.03,-0.0521,24.18,0.0002,-0.0359,1
2016-01-20,-0.0117,-0.0471,-0.0331,947.23,0.006,0.03,0.0158,32.11,-0.0671,33.76,0.0014,0.0591,0
2016-01-21,0.0052,0.0097,0.0201,786.83,0.0024,0.02,-0.0072,694.04,0.1122,68.45,-0.0005,-0.0326,1
2016-01-22,0.0203,0.043,0.0143,629.14,-0.0013,0.0,-0.0017,636.57,0.0901,26.44,0.0053,-0.163,1
2016-01-25,-0.0156,-0.0276,-0.0257,438.49,0.0007,0.01,0.0082,606.89,-0.0575,16.69,-0.0025,0.081,0
2016-01-26,0.0141,-0.0197,-0.0015,658.06,0.0025,0.18,0.014,642.43,0.0366,19.42,-0.0027,-0.0683,0
2016-01-27,-0.0109,-0.0083,0.0,631.77,0.0002,0.01,-0.005,738.55,0.027,30.07,-0.0018,0.0271,0
2016-01-28,0.0055,-0.0143,-0.0105,810.75,0.0031,52.86,-0.0004,833.38,0.0285,34.54,-0.0042,-0.0299,0
2016-01-29,0.0248,-0.057,-0.0298,948.54,0.006,6.96,0.0007,618.11,0.012,53.8,0.0113,-0.099,0
2016-02-01,-0.0004,0.0248,0.0088,706.48,-0.0023,1.68,0.0103,595.61,-0.0595,27.83,-0.0063,-0.0109,1
2016-02-02,-0.0187,-0.0737,-0.0503,715.65,0.003,1.23,-0.0005,602.56,-0.055,19.63,-0.0014,0.1001,0
2016-02-03,0.005,-0.0216,0.0167,867.95,0.0035,1.63,0.0124,811.7,0.0803,60.54,-0.0161,-0.015,1
2016-02-04,0.0015,-0.0275,-0.0196,817.62,-0.0031,0.77,0.0143,696.72,-0.0173,48.43,-0.0084,0.0088,0
2016-02-05,-0.0185,0.034,-0.0016,712.39,0.0006,0.88,0.0002,616.53,-0.0262,42.34,0.0059,0.0705,0
2016-02-08,-0.0142,-0.0817,-0.0566,873.86,0.0075,0.93,0.0346,603.65,-0.0388,31.57,-0.0049,0.1121,0
2016-02-09,-0.0007,0.0297,-0.0097,1.03,-0.0013,0.7,0.0007,738.22,-0.0589,41.04,-0.005,0.0208,0
2016-02-10,-0.0002,0.0,-0.0335,724.61,-0.0009,0.67,-0.0033,781.28,-0.0175,35.6,-0.0016,-0.0094,0
2016-02-11,-0.0123,-0.0519,-0.0054,1.08,0.0067,1.0,0.0445,795.97,-0.0452,49.09,-0.0033,0.0704,0
2016-02-12,0.0195,0.0851,0.0493,714.9,-0.0072,0.25,-0.0071,675.16,0.1232,27.58,0.0038,-0.0974,1
2016-02-16,0.0165,-0.0052,0.0038,694.81,-0.002,0.42,-0.0002,651.96,-0.0511,17.32,0.0093,-0.0508,1
2016-02-17,0.0165,0.0332,0.0208,656.45,-0.001,0.05,0.0026,578.64,0.0558,14.19,-0.0008,-0.0747,1
2016-02-18,-0.0047,-0.0657,-0.0413,674.53,0.0051,0.32,0.0124,225.5,0.0036,13.5,0.0017,-0.03,0
2016-02-19,0.0,0.0703,0.0011,673.65,0.001,0.08,0.0035,103.2,-0.0367,17.97,-0.0037,-0.0513,1
2016-02-22,0.0145,0.0109,0.0038,442.9,0.002,0.28,-0.017,26.32,0.0621,15.6,0.0081,-0.056,1
2016-02-23,-0.0125,-0.0265,-0.0222,745.19,-0.0004,0.35,0.0106,539.38,0.0124,14.12,0.001,0.0826,0
2016-02-24,0.0044,0.0381,0.021,805.44,0.0032,0.11,0.0134,652.25,0.0088,27.97,-0.0002,-0.0124,1
2016-02-25,0.0113,-0.042,-0.0217,606.73,0.001,0.05,-0.0004,611.87,0.0286,15.81,-0.0019,-0.0777,0
2016-02-26,-0.0019,0.0918,0.0292,527.07,-0.0011,0.66,-0.0149,646.29,-0.0088,26.71,0.0092,0.0366,1
2016-02-29,-0.0081,-0.0203,-0.0109,716.2,0.0038,0.58,0.0116,512.47,0.0296,19.93,0.0004,0.0374,0
2016-03-01,0.0239,0.0815,0.0512,917.76,-0.0035,0.48,-0.0029,566.23,0.0193,19.34,0.0015,-0.1387,1
2016-03-02,0.0041,-0.0047,0.0044,1.27,-0.0048,0.27,0.0088,597.83,0.0076,14.51,-0.0014,-0.0345,1
2016-03-03,0.0035,0.0,0.0,1.23,0.0024,0.12,0.0131,512.96,-0.0026,22.22,-0.0064,-0.0228,0
2016-03-04,0.0033,0.0249,0.0223,1.09,-0.0043,0.27,0.0099,578.29,0.0391,33.76,-0.0026,0.0096,1
2016-03-07,0.0009,0.0369,0.0131,461.22,0.0021,0.07,-0.0053,709.87,0.0551,14.49,-0.0027,0.0291,1
2016-03-08,-0.0112,-0.044,-0.0383,33.91,0.0044,0.04,-0.0009,706.93,-0.0369,16.22,0.0013,0.0761,0
2016-03-09,0.0051,0.0276,0.0262,638.89,-0.0224,0.08,-0.0044,740.63,0.049,27.94,-0.0005,-0.0177,1
2016-03-10,0.0002,0.0403,0.0303,1.17,-0.0065,0.12,0.0123,701.44,-0.0118,52.91,-0.0114,-0.0158,1
2016-03-11,0.0164,0.0323,0.0227,667.4,0.003,0.09,-0.0105,564.79,0.0174,16.88,0.0012,-0.0859,1
2016-03-14,-0.0013,-0.0036,-0.008,537.49,-0.0001,0.06,-0.0114,489.94,-0.0343,1.29,0.0036,0.0255,0
2016-03-15,-0.0018,0.0083,0.0036,581.6,-0.0029,0.04,-0.0113,446.1,-0.0226,12.48,0.0015,-0.0047,1
2016-03-16,0.0056,-0.1085,-0.0279,672.87,0.002,0.05,-0.0009,494.17,0.0583,30.94,-0.0077,-0.1099,0
2016-03-17,0.0066,0.0046,-0.0078,673.96,0.0051,0.03,0.0286,298.01,0.0452,30.54,-0.0117,-0.0367,0
2016-03-18,0.0044,-0.0323,-0.0111,463.33,0.0007,0.54,-0.0085,130.15,-0.0189,20.39,0.0034,-0.0291,0
2016-03-21,0.001,0.0437,0.0215,546.62,-0.0001,1.06,-0.008,31.92,0.0119,12.49,0.0019,-0.0164,1
2016-03-22,-0.0009,0.0194,0.0141,594.14,0.0007,0.02,0.0035,463.69,0.0386,20.35,0.0036,0.0276,1
2016-03-23,-0.0064,-0.0414,-0.0334,499.14,0.0012,0.03,-0.0196,492.0,-0.04,14.47,0.0044,0.0543,0
2016-03-24,-0.0004,0.0199,0.0112,434.32,0.0017,0.01,-0.0019,495.17,-0.0083,13.12,0.0011,-0.0134,1
2016-03-29,0.0088,-0.0932,-0.042,459.48,0.0032,0.04,0.0129,488.03,-0.0282,30.02,-0.0083,-0.0932,0
2016-03-30,0.0044,-0.0343,0.0133,540.37,-0.0017,48.25,-0.007,542.47,0.001,26.87,-0.0034,-0.0188,1
2016-03-31,-0.002,-0.0473,-0.0317,590.96,0.0004,3.38,0.0059,532.15,0.0005,20.68,-0.0025,0.0288,0
2016-04-01,0.0063,0.0317,0.0023,554.37,0.0012,1.6,-0.0097,547.19,-0.0404,28.25,0.0004,-0.0609,1
2016-04-04,-0.0032,0.0,-0.0019,450.58,0.0013,2.04,-0.0034,549.48,-0.0296,11.47,-0.001,0.0779,0
2016-04-05,-0.0101,-0.0217,-0.0238,689.53,0.0028,0.48,0.0085,485.54,0.0053,21.14,0.0012,0.0921,0
2016-04-06,0.0105,0.0278,0.0221,617.48,-0.0018,0.25,-0.0048,751.05,0.0518,32.36,-0.0021,-0.0863,1
2016-04-07,-0.012,-0.0595,-0.0404,662.49,0.0029,0.38,0.0112,626.75,-0.013,26.25,0.0007,0.1469,0
2016-04-08,0.0028,0.0043,0.0178,409.24,-0.001,0.41,0.0051,817.23,0.066,19.26,-0.0027,-0.0495,1
2016-04-11,-0.0027,-0.0057,-0.006,635.44,-0.001,0.44,0.0114,679.35,0.0161,20.71,-0.0033,0.0586,0
2016-04-12,0.0097,0.0572,0.0314,811.36,-0.0037,0.19,0.0021,796.84,0.0448,23.99,0.0,-0.0867,1
2016-04-13,0.01,0.0149,-0.0056,649.92,0.0018,0.2,-0.01,730.44,-0.0097,26.03,0.0087,-0.068,0
2016-04-14,0.0002,0.0267,0.0147,659.5,-0.0015,0.26,-0.0175,488.61,-0.0062,23.23,0.0015,-0.0087,1
2016-04-15,-0.001,-0.0416,-0.0212,471.15,0.0024,0.1,0.0066,520.15,-0.0275,16.3,-0.0023,-0.0073,0
2016-04-18,0.0065,0.0399,0.0263,589.3,-0.0024,0.3,0.0004,342.46,-0.0144,14.29,-0.0024,-0.0198,1
2016-04-19,0.0031,0.0201,0.009,658.31,-0.0015,0.39,0.0157,101.73,0.0327,17.53,-0.0054,-0.0082,1
2016-04-20,0.0008,0.0486,0.0325,551.67,0.0027,0.18,0.0002,30.09,0.0377,15.59,0.0056,0.003,1
2016-04-21,-0.0052,0.01,0.0108,984.56,-0.0073,0.12,-0.0034,671.1,0.0129,44.4,0.0011,0.0505,1
2016-04-22,0.0,0.0199,0.0139,550.98,0.0,0.19,-0.0163,575.11,0.0127,21.34,0.0054,-0.0523,1
2016-04-25,-0.0018,0.0048,0.0125,722.56,-0.0019,0.44,0.0083,606.38,-0.0249,15.04,-0.0029,0.0651,1
2016-04-26,0.0019,0.0372,0.0084,733.12,-0.0034,0.1,0.0027,564.39,0.0328,21.39,-0.0027,-0.0085,1
2016-04-27,0.0016,-0.0509,-0.0404,614.21,0.0014,0.04,0.0056,648.03,0.0293,26.14,-0.0019,-0.0136,0
2016-04-28,-0.0092,-0.039,-0.0157,829.15,0.0032,0.89,0.013,487.41,0.0154,29.79,-0.0068,0.1053,0
2016-04-29,-0.0051,-0.0089,0.006,868.17,-0.003,0.46,0.0187,598.44,-0.0024,32.88,-0.0072,0.0315,1
2016-05-02,0.0078,0.0146,0.0241,299.16,-0.0001,0.19,0.0043,464.03,-0.0248,22.4,-0.0047,-0.065,1
2016-05-03,-0.0087,-0.0492,-0.0406,830.4,0.0072,0.15,-0.0031,625.55,-0.0252,31.4,0.0034,0.0627,0
2016-05-04,-0.0059,-0.0159,-0.0106,736.79,-0.0003,0.11,-0.0135,711.13,0.003,30.46,0.0028,0.0288,0
2016-05-05,-0.0002,-0.0323,-0.0197,546.27,0.0032,0.33,-0.0015,746.16,0.0123,18.22,0.0064,-0.0087,0
2016-05-06,0.0032,0.0223,0.0212,597.66,0.002,0.31,0.0169,695.31,0.0077,21.44,0.0011,-0.0748,1
2016-05-09,0.0008,-0.0379,-0.0215,610.39,0.0014,0.34,-0.0211,767.57,-0.0273,14.01,0.0025,-0.0102,0
2016-05-10,0.0125,0.0169,0.0017,674.34,0.0013,0.02,-0.0013,709.42,0.0281,13.36,0.0016,-0.0645,1
2016-05-11,-0.0096,0.0166,-0.0108,562.6,-0.0005,0.05,0.0085,869.96,0.0352,18.92,-0.0051,0.0778,0
2016-05-12,-0.0002,0.0327,0.0075,737.59,-0.0022,0.1,-0.0034,715.1,0.0102,18.76,0.0036,-0.0191,1
2016-05-13,-0.0085,-0.0106,-0.0263,520.18,0.0023,0.07,0.0013,519.36,-0.0105,23.16,0.0049,0.0437,0
2016-05-16,0.0098,0.048,0.0324,311.41,-0.0016,0.04,0.0012,550.86,0.0327,13.13,-0.0005,-0.0239,1
2016-05-17,-0.0094,0.0573,0.0085,595.71,0.0014,0.02,0.0022,470.44,0.0124,11.83,-0.0002,0.0606,1
2016-05-18,0.0002,0.083,0.0491,714.36,-0.0032,0.02,-0.002,343.18,-0.0025,24.26,0.0056,0.0244,1
